"id","date","user","pc","activity"
"{A5J0-D3KV82JC-5605ZOAH}","01/03/2010 07:47:00","NAC1573","PC-7496","Logon"
"{H6C2-S8WM49NT-9904RFVP}","01/03/2010 07:48:00","DSH0923","PC-8009","Logon"
"{W0Y2-C3ZR32UJ-2561ANBF}","01/03/2010 07:48:00","IRC2324","PC-1901","Logon"
"{N3K3-H3IQ10BI-3017OSCO}","01/03/2010 07:48:00","RSB1940","PC-2297","Logon"
"{E0F5-Z5CL57RI-0715DXVQ}","01/03/2010 07:49:00","IJO2659","PC-9331","Logon"
"{J6B6-S5QB10ZZ-9819QISD}","01/03/2010 07:49:00","JLM2314","PC-0376","Logon"
"{M9N1-S9ZD42NA-9907RRFZ}","01/03/2010 07:49:00","LDS0737","PC-1037","Logon"
"{C2J4-R4BZ25SG-8635TVPF}","01/03/2010 07:49:00","TDC2670","PC-5264","Logon"
"{M7D4-Q6RS27AE-2657WOYU}","01/03/2010 07:50:00","RPW0421","PC-2218","Logon"
"{F2L5-F8NK99YY-0019MUPV}","01/03/2010 07:50:00","WMM1386","PC-1405","Logon"
"{G8L6-K8AV45DB-8901GBEB}","01/03/2010 07:51:00","CFC3734","PC-7815","Logon"
"{T0S2-I6PQ60GO-3652HWTP}","01/03/2010 07:51:00","ODN0148","PC-3209","Logon"
"{F0B7-E0OA42ND-3750AIGJ}","01/03/2010 07:52:00","AYA0285","PC-5225","Logon"
"{Y1O7-N7JK02RH-2123XCRG}","01/03/2010 07:52:00","GJC1333","PC-1553","Logon"
"{H3Z9-Z8EY69VW-3741WKHJ}","01/03/2010 07:52:00","JJG3576","PC-3791","Logon"
"{Y0H8-W9RE08UF-8572UXXB}","01/03/2010 07:52:00","WQC0435","PC-0882","Logon"
"{Y5H2-D3GJ66OF-1219VTUL}","01/03/2010 07:53:00","ASF1622","PC-6097","Logon"
"{E4V4-B8CZ96YP-3611MFMP}","01/03/2010 07:53:00","BGW0916","PC-1740","Logon"
"{P5J7-B5MN48LG-7959ATOL}","01/03/2010 07:53:00","SZS2378","PC-3870","Logon"
"{E5N4-O0GC80JM-5395UKCQ}","01/03/2010 07:54:00","RTP2435","PC-2362","Logon"
"{V0F4-U2JQ31NQ-6209ZBOO}","01/03/2010 07:54:00","STH2849","PC-2145","Logon"
"{S2M5-O0FL46YG-2967OVJD}","01/03/2010 07:54:00","VIW2578","PC-4657","Logon"
"{W9I9-O1VT22JR-3018SAQO}","01/03/2010 07:55:00","JCC3201","PC-8554","Logon"
"{K7A4-M6TK06BL-7008VYBV}","01/03/2010 07:55:00","SBD2077","PC-1627","Logon"
"{Z6A7-D0EG27CT-6837NTID}","01/03/2010 07:55:00","WHJ1792","PC-8757","Logon"
"{B3I2-G2JJ84CR-1861ENAA}","01/03/2010 07:56:00","ZBM1554","PC-2052","Logon"
"{E5Z7-Q2NM75ZM-2430WPFE}","01/03/2010 07:57:00","PLS2928","PC-7994","Logon"
"{C7O3-M2QO29RY-1800UNZH}","01/03/2010 07:58:00","JCL2626","PC-9929","Logon"
"{Y7H7-P6HO52MW-3633PVNB}","01/03/2010 07:58:00","KAL3952","PC-7998","Logon"
"{Q2L2-J3MJ96VK-1501RRTD}","01/03/2010 08:00:00","BMH0872","PC-8654","Logon"
"{F1W4-V2XW39FO-8817AIJU}","01/03/2010 08:00:00","PWE1562","PC-5650","Logon"
"{C6Q9-I0KV62XZ-2430CZHQ}","01/03/2010 08:00:00","VAT0886","PC-0929","Logon"
"{K6U6-A1OA39FT-5712JGEC}","01/03/2010 08:00:00","VDD1357","PC-8505","Logon"
"{S7T5-G4AP65SI-1128REBW}","01/03/2010 08:01:00","ALB3119","PC-0506","Logon"
"{Q9C0-N3BM77LZ-1577BTCN}","01/03/2010 08:01:00","CTL1598","PC-7376","Logon"
"{D9Y5-X1NY19QM-1279CVYS}","01/03/2010 08:01:00","RGB1235","PC-0496","Logon"
"{M3M5-I1PI76DM-1502KXFM}","01/03/2010 08:02:00","CCB3358","PC-1549","Logon"
"{R1E4-Y4IH80TC-3728AXJN}","01/03/2010 08:02:00","CHA3575","PC-3992","Logon"
"{G9V4-D3WG45QG-2912RTCH}","01/03/2010 08:02:00","KKB2602","PC-1979","Logon"
"{H1G1-K6IL67EL-6719JRJB}","01/03/2010 08:02:00","RJG3314","PC-4882","Logon"
"{R4J9-F1LS41MP-1608EMXW}","01/03/2010 08:02:00","TMN2607","PC-1840","Logon"
"{C7Z5-L8PF56ZQ-5318CULE}","01/03/2010 08:03:00","BGH3819","PC-0644","Logon"
"{R3S3-K3PB49PE-7001BSFY}","01/03/2010 08:03:00","CKH2321","PC-9673","Logon"
"{D4G8-F1EE13JB-0176AOQN}","01/03/2010 08:03:00","KDR3414","PC-9557","Logon"
"{U7T3-H1NX11CQ-6336FDEW}","01/03/2010 08:03:00","SGG0648","PC-8293","Logon"
"{P6I4-L2RP65QT-9910FGHN}","01/03/2010 08:04:00","DTR1323","PC-4277","Logon"
"{U6U3-X8UI36BV-1473XFXE}","01/03/2010 08:04:00","ERW2323","PC-9338","Logon"
"{B5O8-Y7LK09MO-5831ZJNE}","01/03/2010 08:04:00","JUC0510","PC-4040","Logon"
"{G1E0-E2ZO37AS-1313YGSM}","01/03/2010 08:04:00","RHS2539","PC-4484","Logon"
"{Q4X9-M1BA39DV-9933QEMC}","01/03/2010 08:04:00","TBC1006","PC-0756","Logon"
"{H9W6-U4WF74YF-1680GQYX}","01/03/2010 08:05:00","KAS3814","PC-0717","Logon"
"{Q6K8-N8CD66YC-8807JOFM}","01/03/2010 08:05:00","KDH1302","PC-9081","Logon"
"{P9W9-Q9VE35AF-5317OYSN}","01/03/2010 08:05:00","RJS0853","PC-9388","Logon"
"{Q5X1-R5EO13EC-2331HJPW}","01/03/2010 08:07:00","ECH3561","PC-3694","Logon"
"{H9Y4-M9XS59MV-7498TVDX}","01/03/2010 08:07:00","JPM0438","PC-0813","Logon"
"{T2N6-V5UM02SQ-4001DZTG}","01/03/2010 08:07:00","MKH0627","PC-2291","Logon"
"{E3X6-D9TT85PV-7204IAVI}","01/03/2010 08:07:00","RJG2024","PC-9603","Logon"
"{M1H3-K2LB38TX-3902MQCG}","01/03/2010 08:10:00","CWG3213","PC-3912","Logon"
"{C3R4-M3RL51YQ-8736NUAO}","01/03/2010 08:10:00","SPF0628","PC-2141","Logon"
"{N0Q2-W9SP29DO-2008LVYZ}","01/03/2010 08:11:00","CBM3332","PC-1996","Logon"
"{A7B4-J6JR09BQ-4998VXQF}","01/03/2010 08:12:00","KVH1877","PC-4164","Logon"
"{X4V8-R0WU64PJ-9021NETN}","01/03/2010 08:14:00","TAM0029","PC-2582","Logon"
"{O2C1-F5GP78GP-8063NLVV}","01/03/2010 08:15:00","BZD3640","PC-3239","Logon"
"{Y3H4-U3YT00YD-4213JAUL}","01/03/2010 08:15:00","CHS2823","PC-2766","Logon"
"{C2C4-Z5CE58GD-2304AINK}","01/03/2010 08:15:00","GSR0629","PC-9900","Logon"
"{C3J9-G0XI52XS-6745CDWT}","01/03/2010 08:15:00","NLP0314","PC-2101","Logon"
"{H9Z2-J7AC68YK-0190PDCV}","01/03/2010 08:15:00","WSP3898","PC-1131","Logon"
"{S0D2-M2UP67WS-6108BBTH}","01/03/2010 08:16:00","MRP2821","PC-5868","Logon"
"{E0H3-F2FZ85OR-0168QRWJ}","01/03/2010 08:17:00","JAR2800","PC-3555","Logon"
"{H5R8-J6WQ08HJ-6936HQRU}","01/03/2010 08:17:00","NFH1918","PC-3807","Logon"
"{P4G1-N3GQ86QZ-7241OMMO}","01/03/2010 08:17:00","QJB0682","PC-5793","Logon"
"{Y6X6-O5AU73YV-0790WDGA}","01/03/2010 08:17:00","TTB0033","PC-1187","Logon"
"{V0A5-K4XA79TU-6114VQTI}","01/03/2010 08:18:00","CKG0305","PC-4087","Logon"
"{B2N2-M8CV97SM-5900JTLR}","01/03/2010 08:18:00","DNH3656","PC-3452","Logon"
"{E1V3-C4PE73FN-9374GPOH}","01/03/2010 08:18:00","VCB0339","PC-4966","Logon"
"{P5L0-B0CH32WH-2700DJIP}","01/03/2010 08:19:00","GSD3918","PC-3768","Logon"
"{H9K2-S7CI52GJ-2163HUUP}","01/03/2010 08:20:00","HDM3182","PC-6969","Logon"
"{B4G8-M8OW83AM-5995VCVP}","01/03/2010 08:20:00","MJH0833","PC-4853","Logon"
"{U7E7-G5YH56OC-1672EHEW}","01/03/2010 08:21:00","DYJ3467","PC-7104","Logon"
"{R7R6-L5XL35UR-1023DZAX}","01/03/2010 08:21:00","XMR1810","PC-8858","Logon"
"{T9U2-I1BG49RM-5207FSGL}","01/03/2010 08:22:00","ACO0902","PC-7684","Logon"
"{X1R6-B9KX68AQ-9028XKAG}","01/03/2010 08:22:00","SOH2099","PC-6584","Logon"
"{Z2X3-E5KK49WO-1047GKPC}","01/03/2010 08:23:00","BJB3329","PC-2009","Logon"
"{W6Q9-C5BJ80ID-5475KLOM}","01/03/2010 08:25:00","VXR0344","PC-4646","Logon"
"{M0W1-A9BL73GS-6799FAEJ}","01/03/2010 08:26:00","BLF0313","PC-7752","Logon"
"{A8X3-N7BM81HA-4108BNKO}","01/03/2010 08:26:00","JXD3216","PC-6702","Logon"
"{H5D6-O9VB51SM-4305LCUF}","01/03/2010 08:28:00","DPC2879","PC-2252","Logon"
"{X4N2-V2LE27QT-7000ANXL}","01/03/2010 08:30:00","AKR3449","PC-7462","Logon"
"{G2K7-U9AL56ND-1163PYPD}","01/03/2010 08:30:00","AMC2891","PC-4288","Logon"
"{L6B2-F4ND99NM-4592YAHG}","01/03/2010 08:30:00","PAS3463","PC-4890","Logon"
"{X2A1-A6AN32AE-0616UKNI}","01/03/2010 08:31:00","NLF3491","PC-7559","Logon"
"{S3F3-A2KX28DZ-2815CLTO}","01/03/2010 08:32:00","CBO2061","PC-8819","Logon"
"{V2K9-E7LJ84QF-7115PDEI}","01/03/2010 08:32:00","NMR3225","PC-3194","Logon"
"{T5M5-Q1ZE37MF-9042RFVK}","01/03/2010 08:33:00","RLM3469","PC-8826","Logon"
"{L4E9-Q8JI67UZ-2633TJKT}","01/03/2010 08:34:00","MOD0948","PC-3164","Logon"
"{F4C6-F0AU03ZU-0726YNJX}","01/03/2010 08:34:00","SBB2837","PC-2485","Logon"
"{V6S9-K1AF13PF-7419WWII}","01/03/2010 08:34:36","CBM3332","PC-4321","Logon"
"{A5Y0-T2GD65DH-6234NJUY}","01/03/2010 08:35:00","ATS1156","PC-1411","Logon"
"{G5P0-Z3LO19FL-6716GNSK}","01/03/2010 08:35:00","KMC1083","PC-4695","Logon"
"{T6S1-O9TP61VE-1810QTUF}","01/03/2010 08:36:00","ASW3498","PC-6355","Logon"
"{A4L0-I5LE06XB-4928NRZW}","01/03/2010 08:41:00","GHH2754","PC-9869","Logon"
"{P3X4-A0HK59GT-2508FNGW}","01/03/2010 08:42:00","DRK2842","PC-5566","Logon"
"{Q7F0-Q2JT31VI-0307OUNV}","01/03/2010 08:42:00","JMB0224","PC-8039","Logon"
"{I8Y9-F3EL41WC-2508KZDR}","01/03/2010 08:42:00","TCS0045","PC-0999","Logon"
"{B3S2-K3PV82TF-5577RWQF}","01/03/2010 08:45:00","CPM1061","PC-1403","Logon"
"{C4I4-X4VK37KF-0397ICNS}","01/03/2010 08:45:00","GDF3543","PC-8477","Logon"
"{F9L3-D0GH04SU-6502UTOH}","01/03/2010 08:45:00","MSL2343","PC-1112","Logon"
"{V9A5-Y6UG23QP-4552NOSX}","01/03/2010 08:45:00","TAM0267","PC-6349","Logon"
"{U4S0-Q8DY68MA-7031VDZT}","01/03/2010 08:46:00","ZNS0727","PC-7935","Logon"
"{H5Q9-I2VC51IQ-1208UVLW}","01/03/2010 08:47:00","INM2363","PC-2047","Logon"
"{K5K0-K1ZB44FV-0456CXUZ}","01/03/2010 08:48:00","NWA2413","PC-0000","Logon"
"{X1V2-H7CD53KR-5406AATN}","01/03/2010 08:48:00","ZCH2757","PC-6717","Logon"
"{R4R4-H0QV43KK-1234OHAL}","01/03/2010 08:49:00","CHO0397","PC-7526","Logon"
"{T6M6-D5FJ82QB-3216UJTG}","01/03/2010 08:55:00","ASP1409","PC-6934","Logon"
"{R3A7-C9IR28WT-4407FJUB}","01/03/2010 08:57:00","IAH0551","PC-6967","Logon"
"{F6I2-I3HZ79MC-6037XJKT}","01/03/2010 08:59:00","WKE3091","PC-8412","Logon"
"{Q6H6-U9LA30OS-0343PBOM}","01/03/2010 09:00:00","XNC0769","PC-2096","Logon"
"{S2V0-F8WR37LT-3643ZXOF}","01/03/2010 09:01:00","CAM3092","PC-6503","Logon"
"{Y4R4-L1ZZ75WI-2493FXTV}","01/03/2010 09:01:00","ZJK3088","PC-6780","Logon"
"{U5Q7-Y7MP01UL-6056NEZK}","01/03/2010 09:03:00","TWA3552","PC-7316","Logon"
"{A0V5-I1WA47UN-8450OTIH}","01/03/2010 09:06:00","ALH3845","PC-5066","Logon"
"{S0C6-H3MC74WK-6694ZQXM}","01/03/2010 09:06:00","JZA0009","PC-4292","Logon"
"{I5H6-Q3JP59YW-4962UGKD}","01/03/2010 09:07:00","NDS0678","PC-5954","Logon"
"{R1L2-D8FH09UY-2557JJOB}","01/03/2010 09:11:00","LFG2216","PC-8623","Logon"
"{A5A8-T4ZZ73VT-1741HBVP}","01/03/2010 09:13:00","RJL0609","PC-5036","Logon"
"{Q6O4-X9AA14YA-6699ZQEM}","01/03/2010 09:14:00","CBG0252","PC-5355","Logon"
"{Z7Y8-A9DM11DY-2214GWRB}","01/03/2010 09:14:00","WGL0368","PC-9247","Logon"
"{D5K2-E8HE19WM-2247ZEKZ}","01/03/2010 09:15:00","PKW0780","PC-0208","Logon"
"{T4C0-V9KJ32MJ-3510TXDS}","01/03/2010 09:15:00","QNB3034","PC-1090","Logon"
"{V1S4-P8VT42WC-0202AJPD}","01/03/2010 09:18:00","AOP1733","PC-8784","Logon"
"{U6M7-X0ZB03ZH-3018VLQX}","01/03/2010 09:19:00","DVA0539","PC-2539","Logon"
"{H2S4-B5ZL62PE-1819XENV}","01/03/2010 09:24:00","JSS2380","PC-8356","Logon"
"{H0V1-I6OR78XX-2379CWMH}","01/03/2010 09:29:41","IUH2250","PC-3133","Logon"
"{J5Q3-K7PJ32XA-5309JNON}","01/03/2010 09:30:13","CBM3332","PC-4321","Logoff"
"{A7C0-K3KS95JI-1541HBVS}","01/03/2010 09:32:00","TBA0471","PC-7156","Logon"
"{R8B1-G3VZ15RB-7866LMYD}","01/03/2010 09:36:00","MCS0066","PC-2136","Logon"
"{H6W1-F8JD78SP-2031NQDK}","01/03/2010 09:40:12","AZC0202","PC-3641","Logon"
"{S0G5-Y7YE92VK-3891CYIJ}","01/03/2010 09:48:48","JCC3201","PC-3187","Logon"
"{A0O7-A9XO99MJ-1313XLKZ}","01/03/2010 09:50:38","IAH0551","PC-2000","Logon"
"{T7F1-U1YH06YO-4215RFRS}","01/03/2010 09:59:20","IAH0551","PC-2000","Logoff"
"{B2F6-O8SK80ET-2657NVHS}","01/03/2010 10:06:29","JCC3201","PC-3187","Logoff"
"{R3F9-Z5AD33GG-4202MZDQ}","01/03/2010 10:09:56","GSR0629","PC-9900","Logon"
"{R7A0-S2SR62VG-7002MUPM}","01/03/2010 10:12:28","ECH3680","PC-4754","Logon"
"{J8J3-B9RT08LV-4535GBDH}","01/03/2010 10:23:45","AZC0202","PC-3641","Logoff"
"{X1J8-U5DK54GV-8474KUHZ}","01/03/2010 10:29:01","VDD1357","PC-8505","Logon"
"{S9V7-K0JN74AQ-2234RDLI}","01/03/2010 10:29:06","SBD2077","PC-1627","Logon"
"{J4E1-F2DA72UE-7217OGGF}","01/03/2010 10:29:58","AMC3071","PC-0993","Logon"
"{B5D2-U8BP23ZC-0177RBYE}","01/03/2010 10:38:04","ECH3680","PC-2272","Logon"
"{A3P7-E8QK95RN-5536TEAT}","01/03/2010 10:45:13","IJO2659","PC-9331","Logon"
"{G2S9-E1RY45YC-4754LKTS}","01/03/2010 10:45:50","ASF1622","PC-6097","Logon"
"{I2M2-Q9IA51XW-5054IZDE}","01/03/2010 10:49:44","OJF1762","PC-6977","Logon"
"{C6T0-O8GS50YI-1509SZVK}","01/03/2010 10:50:23","XMR1810","PC-8858","Logon"
"{B4B7-Y4GY07PJ-0316IDLX}","01/03/2010 10:50:24","ZBM1554","PC-2052","Logon"
"{C8P2-U4OO96JY-9184XSND}","01/03/2010 10:51:32","AAM0982","PC-4523","Logon"
"{B1B4-Y2GO84EK-3950GKUX}","01/03/2010 10:51:53","SIH1756","PC-0888","Logon"
"{W0J6-J0YI87RW-3193KKHT}","01/03/2010 10:54:25","ECH3680","PC-4754","Logoff"
"{Y2W1-L2JG43XT-5714DMQA}","01/03/2010 10:56:15","TTB0033","PC-3769","Logon"
"{M4O3-Z2UT01HO-6644FNVS}","01/03/2010 10:56:21","FOG0204","PC-3042","Logon"
"{M3P8-A4KB10TW-9333JSRL}","01/03/2010 11:01:32","NWA2413","PC-0000","Logon"
"{Q1M8-X9AS17DC-5433INJC}","01/03/2010 11:02:45","PLS2928","PC-1719","Logon"
"{Y1E1-K8CZ49SD-7822LQOI}","01/03/2010 11:03:57","OJF1762","PC-6977","Logoff"
"{W6C3-Q2ZA33YK-5748AXVZ}","01/03/2010 11:05:09","CGA3273","PC-9160","Logon"
"{N4T8-B7AV26TZ-2848CAFS}","01/03/2010 11:07:34","PLS2928","PC-1719","Logoff"
"{V7S3-X1QZ93KP-8614ZAXI}","01/03/2010 11:09:12","TTB0033","PC-3769","Logoff"
"{X0L4-B9UE01YL-0193JBSS}","01/03/2010 11:18:56","ITC0015","PC-9022","Logon"
"{I0V6-X1FZ83UX-2756VQYV}","01/03/2010 11:22:51","OCR0684","PC-5953","Logon"
"{W7G4-O1BX78EZ-3263WWEY}","01/03/2010 11:22:54","CTL1598","PC-7376","Logon"
"{G1O1-M9WK14GD-2656KCXU}","01/03/2010 11:25:27","XKM2184","PC-3543","Logon"
"{L0C1-E9ES66CD-3129SIRT}","01/03/2010 11:26:59","RJS0853","PC-9388","Logon"
"{L7A4-G2VS20KF-7495IAJV}","01/03/2010 11:29:31","SCF2666","PC-3577","Logon"
"{J1E3-V0JC28OB-9402HMNZ}","01/03/2010 11:30:26","PBR0851","PC-9723","Logon"
"{I7Q7-U8TQ37OU-7607JZUE}","01/03/2010 11:30:30","WEH1830","PC-9686","Logon"
"{G5Z7-J2IP77LH-9794HGYE}","01/03/2010 11:31:05","CHA3575","PC-3992","Logon"
"{G8B0-K1ER54MS-4438BWEX}","01/03/2010 11:31:49","AAM0982","PC-4523","Logoff"
"{Y3I9-Y2MJ49DA-8742URXN}","01/03/2010 11:44:58","CHB2117","PC-2891","Logon"
"{V9V1-H6KF51LX-6901KRLL}","01/03/2010 11:45:12","KKF0303","PC-3082","Logon"
"{B3C2-X8XB94XB-5249DMWX}","01/03/2010 11:49:28","QNB3034","PC-1090","Logon"
"{S5K7-O6NR19QB-0930URFJ}","01/03/2010 11:50:28","NDD0597","PC-7588","Logon"
"{Z7H1-Y6JM01SQ-5516HOPS}","01/03/2010 11:50:50","DPB0696","PC-8931","Logon"
"{T1B7-Y4AU18XA-5904UQBG}","01/03/2010 11:57:48","BMH0872","PC-8654","Logon"
"{J1M1-I3KM64CL-3401YKSB}","01/03/2010 12:00:33","YFW0364","PC-8072","Logon"
"{T4S6-S9WZ71LV-1704KDRV}","01/03/2010 12:06:37","HCF2109","PC-3567","Logon"
"{O3O6-L1CR56ED-8746CHVR}","01/03/2010 12:07:43","APM1561","PC-2650","Logon"
"{V5U4-S3HP99OM-4024ERGK}","01/03/2010 12:08:08","RAC2950","PC-0671","Logon"
"{Y4G2-S6WL95BM-5100XSQC}","01/03/2010 12:09:39","GJH3668","PC-3289","Logon"
"{A0E8-J4XF72QC-8326RKZO}","01/03/2010 12:10:07","XCV2197","PC-7622","Logon"
"{K3L7-F6SR89UC-7523LOEP}","01/03/2010 12:11:39","MLH3474","PC-9596","Logon"
"{N1I6-Q8GQ21JX-1974QWZG}","01/03/2010 12:13:28","AFF1343","PC-7946","Logon"
"{T7F4-G0WW31HS-0002YXJZ}","01/03/2010 12:16:06","KMC1083","PC-4695","Logon"
"{T7K8-U9XA13JI-5707VQXP}","01/03/2010 12:16:16","BCB0272","PC-2388","Logon"
"{H1J6-X0AQ85XA-9041XZZH}","01/03/2010 12:16:33","RPW0421","PC-2218","Logon"
"{W1I6-N0SP21SB-5335FDVC}","01/03/2010 12:17:10","SBT3052","PC-6738","Logon"
"{S2S9-C2IG72IL-4024JJSY}","01/03/2010 12:21:30","DSH0923","PC-8009","Logon"
"{B6Q6-X8FY76WU-9579TBNL}","01/03/2010 12:22:44","VCB0339","PC-4966","Logon"
"{F0N1-M2CE69FZ-3790YMDP}","01/03/2010 12:24:34","SZS2378","PC-3870","Logon"
"{C6P5-S8LI41JG-5587ARGQ}","01/03/2010 12:24:58","RSB1940","PC-2297","Logon"
"{H5K5-X5CR17UO-6627ALIT}","01/03/2010 12:26:12","GJC1333","PC-1553","Logon"
"{X8E8-T3IE79JS-7183TJHM}","01/03/2010 12:27:12","WKE3091","PC-8412","Logon"
"{Y1P4-S7SX98EP-3839EHSX}","01/03/2010 12:28:12","XSN2639","PC-0693","Logon"
"{N0F0-T4RU27OZ-6803CAFN}","01/03/2010 12:34:36","TWA3552","PC-7316","Logon"
"{U3F2-C4XH16KC-8650PAVE}","01/03/2010 12:35:59","HBN0384","PC-9145","Logon"
"{Y6Q8-F0OU18OY-9417IDQC}","01/03/2010 12:37:36","RSF2270","PC-1265","Logon"
"{Z9L6-N2SP97JF-2094HOQC}","01/03/2010 12:37:53","SCS0119","PC-2706","Logon"
"{A6H9-Q4BA62JN-2628ARIV}","01/03/2010 12:40:05","JCS1171","PC-9939","Logon"
"{F6N7-U6JB65LC-9685ACAB}","01/03/2010 12:40:51","SBB1748","PC-3684","Logon"
"{D6Q7-P0GD67YK-3567LCWZ}","01/03/2010 12:41:57","JBJ2032","PC-4816","Logon"
"{W0X9-G7AU05LO-7767DPEQ}","01/03/2010 12:43:06","ESN1173","PC-1645","Logon"
"{R9Z0-W9XN20CQ-1952LILY}","01/03/2010 12:43:55","JLM2314","PC-0376","Logon"
"{A6T8-D2QG67PY-8304MLCZ}","01/03/2010 12:44:40","MRP2821","PC-5868","Logon"
"{V0W4-W8EP10WA-0869QJBX}","01/03/2010 12:45:14","JCC3201","PC-8554","Logon"
"{Z7J0-M0ZD45LS-7705BEQT}","01/03/2010 12:46:43","SLG0689","PC-8893","Logon"
"{I5K4-D5GY55XJ-5085FAOG}","01/03/2010 12:47:41","AKC0847","PC-3176","Logon"
"{L0Q9-W3EF47DK-0085ZWUW}","01/03/2010 12:49:19","DPC2879","PC-2252","Logon"
"{X3T3-V6QO41NA-8966JNCZ}","01/03/2010 12:49:57","TDC2670","PC-5264","Logon"
"{M2J6-Q9JF34AS-3464NPBZ}","01/03/2010 12:50:05","CXM3019","PC-1100","Logon"
"{T3L1-W5JY48OQ-7501IOXT}","01/03/2010 12:51:24","BEB2949","PC-1111","Logon"
"{U1B5-E7EG72ME-1870MRKI}","01/03/2010 12:52:29","AOR0999","PC-4118","Logon"
"{O6Y8-I8FP10TT-0263UTWO}","01/03/2010 12:53:52","CQB1023","PC-0043","Logon"
"{H1D8-N9MZ96HS-4008BZKX}","01/03/2010 12:56:10","GHH2754","PC-9869","Logon"
"{Q6M2-A7TV88FC-4162GGPI}","01/03/2010 13:00:44","SGG0648","PC-8293","Logon"
"{M4Z4-F8CV89EH-3280DWLC}","01/03/2010 13:01:44","JJH1334","PC-3020","Logon"
"{R3V5-J4FT87VP-3390CUVG}","01/03/2010 13:01:57","LCA1849","PC-3143","Logon"
"{M5Z2-V4EC61SD-0074YGZS}","01/03/2010 13:03:55","JPM0438","PC-0813","Logon"
"{N6T1-V2YK86UG-7582TEPY}","01/03/2010 13:04:03","CKG0305","PC-4087","Logon"
"{L4Q3-K3VR05QE-6557CUYF}","01/03/2010 13:06:11","JXD3216","PC-6702","Logon"
"{O5O5-I4TJ07YM-2200SGER}","01/03/2010 13:07:01","PRW1467","PC-1163","Logon"
"{P3N3-P0CI37OD-5275XSUN}","01/03/2010 13:07:11","KJL3266","PC-6274","Logon"
"{Z6B9-Q0FW90AP-7718HDPR}","01/03/2010 13:07:51","ZNR0273","PC-1808","Logon"
"{N4L5-I4FQ77EV-5512DOJB}","01/03/2010 13:08:59","RTP2435","PC-2989","Logon"
"{P7A8-R8UU14TR-3270BAFA}","01/03/2010 13:10:11","MJH0833","PC-4853","Logon"
"{V4Y4-U8PF87HH-2154URGM}","01/03/2010 13:11:43","ERW2323","PC-9338","Logon"
"{U7K4-R6GY90JV-9132PJYL}","01/03/2010 13:12:09","DNH3656","PC-3452","Logon"
"{L5O5-P5YE71TT-8526OPPT}","01/03/2010 13:12:23","KCR0558","PC-5090","Logon"
"{R6L0-R0ZT24AS-4112UKUE}","01/03/2010 13:14:48","ZJK3088","PC-6780","Logon"
"{X1B4-D2JR54EF-4961ITYE}","01/03/2010 13:15:23","RRD0203","PC-5217","Logon"
"{I1I0-E8QR29CR-9406HFFA}","01/03/2010 13:15:45","MKH0627","PC-2291","Logon"
"{L1H6-I9TO35HE-2211JYXK}","01/03/2010 13:16:36","DGS0525","PC-5172","Logon"
"{R4B8-W6IC22VA-1618DVKS}","01/03/2010 13:16:48","JAR2800","PC-3555","Logon"
"{S1R6-H3RW43QQ-4745IMRE}","01/03/2010 13:17:43","RTP2435","PC-2989","Logoff"
"{L7O6-S4LF56KJ-7094TWXI}","01/03/2010 13:19:04","ALH3845","PC-5066","Logon"
"{H6F8-F7PN65LB-7591VMZH}","01/03/2010 13:20:07","KVH1877","PC-4164","Logon"
"{B2O5-N5FM07JR-7158CNIY}","01/03/2010 13:21:03","DHR3832","PC-9997","Logon"
"{W9M2-I7SM92AG-4031XYOX}","01/03/2010 13:22:18","DTR1323","PC-4277","Logon"
"{J3E7-K3NL57MK-4900YWCH}","01/03/2010 13:23:04","MNW3512","PC-7105","Logon"
"{Y0B8-E1UA62RK-3487ZYBB}","01/03/2010 13:23:13","NJM2246","PC-1208","Logon"
"{Y1J0-H5EU52QS-7653NNHT}","01/03/2010 13:23:24","AAM0982","PC-8048","Logon"
"{Z9O0-O0SF80WP-4509DRKZ}","01/03/2010 13:23:57","PKW0780","PC-0208","Logon"
"{I2A6-W9ET31BN-3028FOUK}","01/03/2010 13:24:50","QJB0682","PC-5793","Logon"
"{N7R7-E3FX58EI-1017FPVC}","01/03/2010 13:25:41","RSF2270","PC-1265","Logoff"
"{A5G3-P2DK64CB-1331AKRK}","01/03/2010 13:26:29","IAH0551","PC-6967","Logon"
"{J1B4-W3KM17GQ-5980VCPS}","01/03/2010 13:26:34","CKH2321","PC-9673","Logon"
"{D7H8-H3JT13VW-0121KXMW}","01/03/2010 13:27:30","TTB0033","PC-1187","Logon"
"{S2X0-X6EF96KP-9140QDNQ}","01/03/2010 13:29:37","TMN2607","PC-1840","Logon"
"{X7O5-U0YL44AI-4123ZSOL}","01/03/2010 13:30:16","NLP0314","PC-2101","Logon"
"{G3K0-E6AY63UF-7390TPCX}","01/03/2010 13:30:27","KAL3952","PC-7998","Logon"
"{A7H8-E5CJ42QA-9827MNGX}","01/03/2010 13:30:49","LFG2216","PC-8623","Logon"
"{K8U0-R7BI72XT-5532OPQI}","01/03/2010 13:32:25","BJB3329","PC-2009","Logon"
"{F1N7-L9VS24SZ-2705DXUN}","01/03/2010 13:35:29","CBM3332","PC-1996","Logon"
"{X5R3-Q7FQ75RK-0843OMHI}","01/03/2010 13:36:24","NMR3225","PC-3194","Logon"
